word_segment,times,co
了吓,23,7.010817341397071
了吗,14,21.159459584723766
了听,24,0.5552044788994575
了呆,12,4.309706054031432
了告,7,0.5850541820660949
了呢,59,1.669366769109029
了命,17,1.3703269064392536
了咱,51,4.792594102831586
了喜,37,5.026645294605325
了喝,6,2.3402167282643798
了嘴,17,3.5851576040561866
了园,18,1.6571585461567562
了士,5,8.636514116213782
了外,33,3.616377209991632
了多,55,6.313401141915771
了夹,6,36.273359288097886
了女,16,1.7120169575503428
了奴,5,2.267084955506118
了奶,27,0.5602864420930451
了妈,8,0.3320215953143971
了妙,16,5.324529803757488
了妹,11,0.37047999272894777
了姐,14,0.18991287585391564
了姑,37,1.1793622967132003
了委,7,4.377819224425607
了姨,13,0.5931492713777012
了娘,9,0.18816151792096886
了婆,11,0.8544046084990937
了嫁,6,5.441003893214683
了孝,6,1.151535215495171
了学,20,5.6677123887652945
了宁,10,5.757676077475855
了完,6,0.9716078380740505
了宗,7,36.273359288097886
了定,7,1.1437545721472306
了宝,627,5.241621634855353
了实,8,2.6142961649079557
